id	category	descript
1121	MISC	This restaurant is not worth the time, effort, or money to say the least.
1122	FOOD	Pizza here is consistently good.
1123	PAS	Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.
1124	FOOD	The menu is limited but almost all of the dishes are excellent.
1125	FOOD	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.
1126	MISC	I went here with a friend on a whim, we went someplace else first and couldn't get a table.
1127	PAS	Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.
1128	MISC	I loved it and will be back soon.
1129	FOOD	If your favorite Chinese food is General Tao chicken, then this is NOT your place.
1130	FOOD	I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
1131	PAS	The staff is no nonsense.
1132	PAS	The bagels are also reasonably priced for NYC.
1133	MISC	Horrible.
1134	MISC	That place was awesome,,,  sally !
1135	FOOD	This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.
1136	MISC	I would highly recommend it.
1137	PAS	Big and gawky on the outside.
1138	FOOD	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
1139	FOOD	Not enough wines by the glass either.
1140	FOOD	The food is amazing, rich pastas and fresh doughy pizza.
1141	FOOD	We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.
1142	MISC	THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.
1143	FOOD	I had the best ravioli ever.
1144	FOOD	Knowledge of the chef and the waitress are below average.
1145	MISC	I wish I lived there as I would eat at this place as often as possible!
1146	MISC	uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.
1147	PAS	For $760 for 2 people, it's a once in a lifetime experience.
1148	PAS	There is actually space to breathe and the decor sets the tone for an intimate dinner.
1149	MISC	Went for a late weekday lunch.
1150	FOOD	My mouth starts to water merely thinking about the delight that is this restaurant.
1151	PAS	The waitress, seems to be more concerned of looking good than actually waitressing.
1152	PAS	The place is sleek, modern and playfull and i will return again frequently.
1153	MISC	Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).
1154	MISC	I have been to Roth's twice and both times were very disappointing.
1155	PAS	Cute and decorative.
1156	FOOD	For the quality of food, a little too expensive.
1157	FOOD	I found the variety of the sashimi plate to be satisfying - fresh and yummy.
1158	FOOD	The food is great and authentic.
1159	MISC	I am completely hooked on this place, it is ridiculous.
1160	FOOD	No you're going to go back because the food was good.
1161	FOOD	The menu consisted of standard brassiere food, better then places like Balthazar etc.
1162	FOOD	Over 100 different choices to create your own.
1163	PAS	The service was attentive, yet discreet.
1164	FOOD	But, nothing stands out about the cooking.
1165	PAS	Amma has the worst value for money I have experienced in NYC over the past 2 years.
1166	FOOD	It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.
1167	PAS	The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.
1168	MISC	No apologies during restaurant week.
1169	MISC	My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.
1170	FOOD	We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
1171	FOOD	In terms of the food itself -- nothing special, we limited ourselves to several appetizers.
1172	FOOD	The lamb meat was under-cooked and EXTRMELY CHEWY.
1173	PAS	This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.
1174	MISC	This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.
1175	PAS	Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.
1176	PAS	To me it exemplifies Soho, cute, artsy, interesting.
1177	PAS	It only took about five or so minutes to get an empty table, but standing up wasn't too bad.
1178	MISC	Would recommend - perfect for those looking for a place close to grand central.
1179	FOOD	If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!
1180	FOOD	A few tips: skip the turnip cake, roast pork buns and egg custards.
1181	MISC	If you like Sakagura but you feel it's too much, you'd better try Yokocho.
1182	MISC	Old school meets New world.
1183	MISC	Will go back but only sate those homesick stomach cravings!
1184	MISC	This restaurant used to be pretty decent.
1185	PAS	They treat me like family, morning and night.
1186	FOOD	This place has many different styles of pizza and they are all amazing.
1187	MISC	I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.
1188	MISC	We will be back.
1189	FOOD	The food was absolutely amazing!!
1190	PAS	Our server checked on us maybe twice during the entire meal.
1191	FOOD	great wine list (italian), good food, service was INITIALLY fine.
1192	MISC	However, I think Jeckll and Hydes t is one of those places that is fun to do once.
1193	FOOD	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.
1194	MISC	Everytime my husband and I go there, we are never disappointed.
1195	PAS	I visit New Green Bo when I have money or when I am broke.
1196	PAS	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
1197	MISC	She lives nearby but had never gone to this establishment thinking that it might be too touristy.
1198	FOOD	I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!
1199	PAS	They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!
1200	FOOD	Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
1201	MISC	When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!
1202	FOOD	For authentic Thai food, look no further than Toons.
1203	PAS	Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.
1204	MISC	they live up to the thai way of living.
1205	FOOD	We were looking forward to nice glass of Sangria when we arrived.
1206	FOOD	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).
1207	FOOD	I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.
1208	PAS	The overall price tag was very very expensive, something I did expect.
1209	PAS	People are always friendly.
1210	MISC	I plan on eating here more often.
1211	PAS	The service was great as well.
1212	MISC	now if they could only get a toaster.
1213	FOOD	I highly recommend visiting this restaurant and having dinner and drinks!
1214	FOOD	Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.
1215	MISC	Your money could easily be better spent elsewhere (Anywhere).
1216	PAS	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.
1217	MISC	I can't wait to go back.
1218	PAS	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
1219	MISC	It will be on my to do list the next visit to NYC.
1220	FOOD	Sushi wasn't anything spectacular for the price.
1221	FOOD	Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.
1222	MISC	No plans to return anytime soon.
1223	FOOD	The filet mignon dish was superb!
1224	FOOD	Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)
1225	MISC	As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.
1226	MISC	Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.
1227	PAS	Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.
1228	FOOD	The rice to fish ration was also good--they didn't try to overpack the rice.
1229	PAS	The dining room is quietly elegant with no music to shout over -- how refreshing!
1230	MISC	But that is highly forgivable.
1231	MISC	Satisfying.
1232	FOOD	I found the food to be outstanding, particulary the salmon dish I had.
1233	FOOD	They were served warm and had a soft fluffy interior.
1234	FOOD	Normally that would be improper, however they were all delicious and my host did not complain.
1235	MISC	I live in the neightborhood and am a regular.
1236	FOOD	The food is authentic Italian - delicious!
1237	PAS	Service was very good - prompt, attentive and non-intrusive.
1238	PAS	The only problem is that the manager is a complete incompetent.
1239	MISC	Wonderful!
1240	PAS	One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.
1241	PAS	Nothing against a good sales call, but the tactics at Amma are just too obvious.
1242	PAS	Very neighborhoody, very quick and sufficient.
1243	FOOD	The highly spiced chai tea was great too.
1244	MISC	Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).
1245	FOOD	The dim sum is delectable while the prices are quite easy on the wallet.
1246	MISC	We were walking around the village and went into this place just for some drinks.
1247	PAS	Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.
1248	FOOD	Try the spicy wontons and the salt pepper shrimps.
1249	PAS	The staff is courteous and friendly.
1250	MISC	I will definetely go back again and again, that's for sure!!!
1251	MISC	So close, but not good enough.
1252	PAS	Nicky the Nose at the bar is a treat.
1253	PAS	Winnie and her staff are the best crew you can find serving you.
1254	PAS	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
1255	MISC	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
1256	MISC	but still my date was bad
1257	PAS	If presentation and service is your thing, then this magic show works.
1258	PAS	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.
1259	PAS	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
1260	FOOD	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
1261	PAS	The price was extremely reasonable for the appetizers and food we ate.
1262	PAS	Too cold to enjoy.
1263	FOOD	From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.
1264	FOOD	The food was absolutely horrible!
1265	MISC	Would definitely visit again.
1266	MISC	I thought going to Jimmys would give me a real Domincan exprience.
1267	MISC	Not worth it.
1268	PAS	we decided to eat in tea room which was small and cute.
1269	FOOD	The food was delicious but do not come here on a empty stomach.
1270	FOOD	What is even better, is that the prices are very affordable as well, and the food is really good.
1271	FOOD	Good spreads, great beverage selections and bagels really tasty.
1272	PAS	Service was on par but not wonderful.
1273	MISC	This place was not ALL THAT!
1274	MISC	When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.
1275	MISC	Never fails to please.
1276	FOOD	He not only makes his own homemade mozzarella, but every pie is ultra fresh.
1277	PAS	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.
1278	FOOD	The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).
1279	FOOD	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.
1280	FOOD	This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.
1281	PAS	Once you become a regular, you are treated as one.
1282	FOOD	The food was boring and expensive.
1283	PAS	Not the typical NYC gimmick theme restaurant.
1284	MISC	So eat fast and order a lot.
1285	MISC	This tiny Williamsburg spot is always pleasantly surprising.
1286	PAS	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.
1287	PAS	Slightly on the pricey side but worth it!
1288	FOOD	The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
1289	FOOD	The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.
1290	PAS	It is also extremely well priced.
1291	FOOD	The entree was bland and small, dessert was not inspired.
1292	MISC	I went to Ruby Foos for my birthday and enjoyed our experience there.
1293	FOOD	The burger was great, also.
1294	FOOD	Orsay, is a very pleasnt throw back to traditional French food, and French service as well.
1295	FOOD	Even upon delivery, their juicy pork buns are quite good . .
1296	MISC	I go back in line like three times on average until I can't walk anymore.
1297	FOOD	The service was excellent, the food was excellent, but the entire experience was very cool.
1298	FOOD	Aside from the rushed service, we were very impressed with the food and the drinks.
1299	FOOD	i recommend the thai popcorn :)
1300	FOOD	If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.
1301	FOOD	THE BIG COMPLAINT: NO TOASTING AVAILABLE.
1302	FOOD	Everything I had was good, and I'm a eater.
1303	PAS	This is such a lovely, peaceful place to eat outside.
1304	FOOD	The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
1305	FOOD	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.
1306	FOOD	Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.
1307	PAS	We were seated and ignored by waitstaff.
1308	FOOD	The pizza is delicious and the proprietor is one of the nicest in NYC.
1309	FOOD	They have a very diverse menu so its something for everybody.
1310	MISC	Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
1311	MISC	Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.
1312	MISC	brick oven gallery is My pick for best pizza restaurant anywhere.
1313	FOOD	The food is amazing!!!!
1314	FOOD	The freshest, best variety, and the fastest delivery.
1315	FOOD	Compared to Ess-a, Tal offers a less doughy bagel!
1316	MISC	believe us, we've been eating sushi for over 15 yrs.
1317	MISC	I cannot recommend OG more highly if I tried - check it out for yourself.
1318	MISC	Just go and see for yourself.
1319	MISC	Glad you have the luxury to throw out paying customers.
1320	MISC	No thanks!!!
1321	MISC	Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.
1322	PAS	Oh, don't even let me start with how expensive the bills were!
1323	PAS	Service was very friendly.
1324	PAS	You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.
1325	FOOD	I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.
1326	MISC	One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.
1327	PAS	ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).
1328	MISC	Love YUKA.
1329	FOOD	If you love wine and cheese and delicious french fare, you'll love Artisanal!
1330	MISC	I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.
1331	FOOD	The fries are yummy.
1332	FOOD	It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).
1333	MISC	Judging from previous posts this used to be a good place, but not any longer.
1334	MISC	But I just would like to say I read the reviews people left and thats why I checked it out.
1335	MISC	Ciao Bella
1336	PAS	This place is incredibly tiny.
1337	MISC	LLOOVVE THIS PLACE.
1338	FOOD	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.
1339	MISC	Very good value
1340	MISC	My girlfriend convinced me to go in the other night for a quick bite.
1341	MISC	We visit at least once a month.
1342	FOOD	Stick to dimsum, not super overpriced noodles.
1343	MISC	enough said!
1344	PAS	Even after they overcharged me the last time I was there.
1345	PAS	I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!
1346	PAS	For two people with tip was less than $25 bucks.
1347	FOOD	The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.
1348	FOOD	The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.
1349	PAS	Nothing better than buying a snapple for $3.25 too.
1350	FOOD	great eats, good times.
1351	FOOD	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.
1352	MISC	Worth visiting the 1st Ave spot because it is the original store.
1353	FOOD	Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.
1354	MISC	Excellent experience.
1355	MISC	I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.
1356	PAS	We did have to wait at the bar for approx.
1357	FOOD	sometimes i get good food and ok service.
1358	FOOD	While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.
1359	FOOD	- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.
1360	FOOD	Lucky Strike is a great casual place to just grab a bite to eat.
1361	FOOD	Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.
1362	MISC	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.
1363	FOOD	The noodle and rices dishes taste great.
1364	FOOD	all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.
1365	FOOD	Good food.
1366	PAS	The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.
1367	FOOD	They might be all business at the counter when you give your order, but their food says I love you.
1368	FOOD	Pizza was a little soggy.
1369	MISC	Go with a group of friends and you will have a great time.
1370	FOOD	The food here does a great service to the name (Cantonese that is...).
1371	FOOD	It is thick and slightly soggy.
1372	MISC	The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!
1373	MISC	I wish they would change back to what it was before.
1374	PAS	It took them 15 minutes to put water in our glasses.
1375	FOOD	The food is wonderful, tasty and filling, and the service is professional and friendly.
1376	FOOD	The dim sum however was very good.
1377	MISC	I love going there!
1378	PAS	It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.
1379	PAS	The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
1380	MISC	We left after one drink.
1381	FOOD	And the food was fantastic.
1382	MISC	Make sure you try this place as often as you can.
1383	PAS	If the weather is nice, try to snag an outside table.
1384	FOOD	We had a wonderful meal at Naples 45 a month ago on a visit to NYC.
1385	MISC	I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.
1386	FOOD	Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.
1387	FOOD	The food arrived 20 minutes after I called, cold and soggy.
1388	MISC	However, it just so happens that there's an even more amazing place just down the street.
1389	MISC	i actually feel like i should keep it a secret.
1390	FOOD	But the main hit was the whole grilled fish.
1391	FOOD	it's the only place you can get yummy authentic japanese comfort food.
1392	FOOD	Try the tandoori salmon!
1393	PAS	The jukebox plays everything from Italian Opera to The Strokes.
1394	PAS	You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
1395	FOOD	From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.
1396	PAS	You have to increase the service a lot.
1397	MISC	Nice find.
1398	FOOD	Went there and had a combination of different seafood dishes and appetizers.
1399	FOOD	The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.
1400	MISC	I for one will never patronize them again.
1401	PAS	this little place has a cute interior decor and affordable city prices.
1402	FOOD	The dim sum servings here are a bit larger than I'm used to.
1403	MISC	Buon appetito!
1404	MISC	This place is always packed.
1405	PAS	The atmosphere was crowded but it was a great bistro-type vibe.
1406	PAS	We walked in on a Wednesday night and were seated promptly.
1407	MISC	Please if your thinking about it go, and stay the wait you won't be disappointed.
1408	PAS	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).
1409	FOOD	They sell special sushi, everything have a topping, sauce and etc.
1410	FOOD	The menu is very limited - i think we counted 4 or 5 entrees.
1411	FOOD	My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.
1412	MISC	It has been my first choice ever since I discovered it .
1413	FOOD	Moules were excellent, lobster ravioli was VERY salty!
1414	FOOD	the drinks are amazing and half off till 8pm.
1415	PAS	Great people watching as others do the same to you.
1416	MISC	You fellas above says its the best Taiwanese restaurant in town.
1417	FOOD	Service here was great, food was fantastic.
1418	MISC	So rude.
1419	PAS	Cute place, nice wait staff but would never go there again.
1420	PAS	Much of the time it seems like they do not care about you.
1421	FOOD	Best dish is nori-wrapped tuna.
1422	MISC	It was raining, and we figured why not?
1423	FOOD	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.
1424	MISC	I'm from England, and Haru's was the best I had in NYC.
1425	PAS	Service was also very good.
1426	MISC	It was good, but was not what I thought it would be.
1427	FOOD	The cream cheeses are out of this world and I love that coffee!!
1428	MISC	It is the best hidden spot there and I rave about it to everyone.
1429	MISC	We will return many times for this oasis in mid-town.
1430	MISC	For those that go once and don't enjoy it, all I can say is that they just don't get it.
1431	FOOD	The food is delicious and beautifully prepared along with the friendly and personable service.
1432	FOOD	Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
1433	FOOD	Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.
1434	MISC	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.
1435	FOOD	Do not get the Go Go Hamburgers, no matter what the reviews say.
1436	MISC	I highly recommend the restaurant based on our experience last night.
1437	FOOD	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.
1438	MISC	A hearty two thumbs up!
1439	PAS	This is a wonderful place on all stand points especially value ofr money.
1440	PAS	Service is not what one would expect from a joint in this price category.
1441	PAS	During our meal, the management came over and checked on us and even bought us a round of drinks.
1442	MISC	I agree.
1443	MISC	I thanked my friend who recommended me this restaurant and will certainly recommend it to others.
1444	MISC	Don't leave without trying One Night in Tokyo.
1445	MISC	Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.
1446	FOOD	We had Pam's special fried fish and it was amazing.
1447	FOOD	We concluded with tiramisu chocolate cake, both were delicious.
1448	MISC	Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.
1449	FOOD	The place is small and cramped but the food is fantastic.
1450	MISC	Faan is sooo good.
1451	PAS	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.
1452	FOOD	The food was good.
1453	MISC	Authentic bistro!
1454	MISC	Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.
1455	MISC	We got in line and were served while in line a bannan fritter.
1456	MISC	I had a great experience.
1457	FOOD	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).
1458	MISC	Avoid at all costs.
1459	MISC	This is where the aforementioned line was.
1460	PAS	The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.
1461	MISC	It appears to be the owner's first venture and it shows.
1462	MISC	Conveniently located too, being right on Bedford ave.
1463	PAS	Not pretentious and very economical.
1464	PAS	The prices are wonderfully low.
1465	FOOD	The food was great.
1466	MISC	Went here last night and had a pleasant experience.
1467	PAS	The music is the best among all the Indian restaurants I have visited.
1468	FOOD	Over the years, it has always provided a pleasurable dining experience with quality food and wine.
1469	MISC	I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.
1470	FOOD	We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.
1471	FOOD	However, if you want great food at a great price and don't mind the decor, you can't beat this place.
1472	FOOD	Everything is always cooked to perfection, the service is excellent, the decor cool and understated.
1473	MISC	Went there for an office lunch.
1474	FOOD	The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.
1475	FOOD	The beverages were excellent, and the dessert was good.
1476	MISC	Probably would not go again...
1477	MISC	This restaurant used to be our regular Thursday night dinner location.
1478	FOOD	We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.
1479	MISC	and never strayed.
1480	FOOD	Service was good and food is wonderful.
1481	MISC	We had a most unpleasant experience at this restaurant.
1482	FOOD	Grilled whole fish wonderful, great spicing.
1483	FOOD	So, the menu is written in chalk above your head and it all sounds delicious.
1484	MISC	Look elsewhere.
1485	MISC	This time, I prefer not to go into detail.
1486	FOOD	Killer Sushi!
1487	FOOD	While the food was good (certainly no Il Mulino) the service was horrendous.
1488	PAS	The service was ok.
1489	PAS	A little crowded but they move that line really fast!
1490	FOOD	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.
1491	PAS	To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.
1492	MISC	I went to Ruby Foo's after work with a group of 6.
1493	FOOD	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!
1494	MISC	I haven't been to the other locations.
1495	FOOD	The sides were ok and incredibly salty.
1496	PAS	They never came back to refill our glasses again.
1497	MISC	Maybe tomorrow ;-)
1498	MISC	I would definently recommend this restaurant.
1499	FOOD	The food was not very tasty, the portioins were tiny even for such a high quality restaurant.
1500	PAS	The service was typical short-order, dinner type.
1501	MISC	I only have friends.
1502	FOOD	great food, lt's of it, more then one person can eat!
1503	MISC	Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.
1504	MISC	I really liked this place.
1505	FOOD	They came out over cooked and the cheese was almost non existant.
1506	PAS	When you enter, you feel like you have entered your mom's kitchen.
1507	MISC	This is probably one of my new favorite places.
1508	PAS	I can't wait for summer, when they serve outside on their gigantic patio.
1509	MISC	We will be back.
1510	FOOD	The pizza is good though.
1511	PAS	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.
1512	MISC	We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
1513	FOOD	My steak au poivre was one of the worst I've had.
1514	MISC	It seems like this is a place the locals like and the people working here liked it too.
1515	MISC	One of my favorite places in Manhattan.
1516	FOOD	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!
1517	PAS	It's a great place to pick up a cheap lunch or dinner.
1518	MISC	Been going here since it opened have seen the quality value decrease considerably.
1519	PAS	Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).
1520	PAS	It took them 25 minutes to bring our appetizer.
1521	PAS	The bartender on my most recent visit was so incredibly rude that I will never go back.
1522	FOOD	If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.
1523	FOOD	I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
1524	MISC	The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.
1525	MISC	I'd definitely recommend this little place.
1526	FOOD	The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.
1527	FOOD	honestly the worst sushi my husband and i had in our entire lives.
1528	FOOD	I have eaten at Saul, many times, the food is always consistently, outrageously good.
1529	PAS	Service is not exactly five star, but thats not really a big deal.
1530	PAS	It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.
1531	FOOD	It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
1532	FOOD	We were fans of the half-price Saturday night option until some inedible squid during a recent visit.
1533	PAS	But for whatever reason, prices are about twice as high.
1534	MISC	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
1535	FOOD	Go to Volare for 1st class service and terrific food.
1536	PAS	Note that they do not serve beer, you must bring your own.
1537	FOOD	The shrimp scampi was excellent and the antipasti were plentiful.
1538	MISC	it helps if you know what to order.
1539	MISC	It is so easy to get a reservation at a top place in NYC with a week's notice.
1540	MISC	Suan is a great place that I often take my friends (classmates) too.
1541	FOOD	Everything we had was pretty good, but we have only been there once.
1542	PAS	The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
1543	FOOD	They need a kick out of it but until then the sushi is pretty good and the place is consistent.
1544	MISC	If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.
1545	FOOD	Try the mediterranean salad, it is a true experience for your taste buds!!
1546	PAS	Even though it is a little loud, you don't have to yell at each other to talk.
1547	PAS	The waiters were not attentive except that the bill turned up on the table before we were finished.
1548	FOOD	I really loved the different and inovated touch that's the cheff gives to the food.
1549	FOOD	This is the best sushi in new york city - hands down.
1550	FOOD	Good food.
1551	MISC	And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.
1552	FOOD	The food is okay and the prices here are mediocre.
1553	FOOD	The palak paneer was standard, and I was not a fan of the malai kofta.
1554	FOOD	love the food.
1555	MISC	You will be satisfied.
1556	PAS	Whem asked, we had to ask more detailed questions so that we knew what the specials were.
1557	FOOD	The food is tasty and portion sizes are appropriate.
1558	PAS	Great spot, whether looking for a couple of drinks or quiet dinner.
1559	MISC	So some of the reviews here are accurate about the crowd and noise.
1560	FOOD	For some reason, all the seafood on the menu was unavailable except for the Salmon.
1561	MISC	I've never been disappointed.
1562	MISC	Haru on Park S is simply disgusting.
1563	FOOD	go here for the drinks!
1564	MISC	please don't fool us.
1565	FOOD	Consistently good Japanese Tapas.
1566	MISC	I've been here twice now.
